الي اصحاب القلوب الرحيمه انا شاب من فلسطين غير متزوج وانا مريض وأعيل أسرة تكون من 5 أشخاص وانا لا استطيع العمل لأني احتاج الي عمليه والدي رجل مريض كيله ولا يستطيع العمل ولا يوجد اي معيل لي اسرتي وانا طلب  منكم اخوني واخواتي في الله المساعده واذا لم تسيطع المساعده اجروا منك الدعاء لنا وربنا يبعد عنا وعنكم المرض    يا اهل النخوة والكرام بناشد كل واحد عنده دين من امت محمد  يطلعلي بعين رحمه انشادكم   وأنشاد  الشرفاء ان تقفو  معايا   انا  دخل ع الله ثم عليكم  .    وربنا يعلم بحالي  لتواصل عرقم  الواتس +972592416547 والحاجه  - قال عليه السلام ( الخير في وفي أمتي إلى يوم الدين) والله علي ما اقولك شهيد,Neutral
Bhagwan hee kuch kar sakte he aab❤️,Neutral
this is a year ago . still many coutries havent learnt from this ....,Positive
https://youtu.be/iwXx2yriEPA,Neutral
https://youtu.be/iwXx2yriEPA,Neutral
I can’t believe this was a year ago.. time flies...,Neutral
R TV,Neutral
0:56,Neutral
What is wrong with this picture when the reporter is fully suited up and has a N95 mask and the doctors are just walking around wearing simple masks? :(,Negative
Mind control propaganda .,Negative
Lord please heal them 🙏,Neutral
"Doctored footage to keep the fear going.

Here we are one year plus later, and nothing has changed. “3-6 weeks to flatten the curve”.

Wake up people.",Neutral
Can’t believe this was over a year ago now..,Neutral
a war? hmm ok then,Positive
SKY SUPPORTS DR.SQUATCH..,Neutral
It's all about vaccine roll out,Neutral
Total bollocks,Neutral
Crisis cast a group of actors.,Neutral
"This patient are  not dieying for covid,they are suffering from other serious illnesses.stop scarring people.",Negative
I’m Sky,Neutral
Very hard to see this going on all at once but hopefully 🙏 it can slow down,Negative
"Coronavirus, opioid addiction, suicides...these are dark times.",Negative
The Doctors and the medical staffs all over world  should be praised for their great services done to save the lives of the covid-19 patients. Working at a stretch and stressed soo much and exhausted. we can understand  them easily how much everybody looks  terrified in their faces because this virus may get contaminate to them too. WHO are seeking for the pandemic when it will come an end. All over the world people are very curious and awaiting  to know when this scary moment will end. But  it is very unfortunate that it is day to day increasing and don't know how long this will be dragging.  Somehow a suitable vaccine should be produced to the earliest  possible. Otherwise millions of lives of people around the world will  die in multiples.,Positive
I hope all covid 19 patients fight out that virus because they should not be going through that 🙏🏽,Neutral
One year later,Neutral
"Is this the only footage they have from a year ago, that's still circulating the media a year later........AND ACTION!",Positive
"For many people, this was the news report that finally caused the penny to drop and brought home just how dangerous this virus is.",Negative
"show  more  video  like this  .  it will open the eyes of people, especially those who do not want to take precautions and who do not believe in it",Positive
such a shame all this had to happen its fucked up life buisness everything 2019 was our last year of normal life,Negative
Micinosilor😱🤮,Neutral
But but but but wearing my mask is against my rights !!!!  )@“$”& stupid people .... WEAR YOUR EFFIN MASKS!!  Think about someone else besides yourself !,Negative
I dont believe this,Neutral
Cor,Neutral
ICI DIEU,Neutral
i tell a the people the china people give tequila a hte people whit c19 and one women come and tell me the she go a kill me,Neutral
https://www.youtube.com/watch?v=eJxwBJZTIFY&ab_channel=SebastianRoss,Neutral
🙏,Neutral
Who’s watching this in 2022?,Neutral
This is all BS.,Neutral
this breaks my heart,Neutral
MARCH 19th 2020 and this came TOP of my search results.  WHERE ARE THE MORE RECENT WARDS????,Positive
"It's horrible what's happening, but almost all the patients were obesed. Maybe we should focus on people having a healthy lifestyle now......that will help for sure",Neutral
"Too much to think that people are dying every day because of this virus. If we follow the simplest rules like wearing a mask and sanitize every day, people who are infected won't have this disease. I hope they are well now.",Positive
We all gonna go one way or another!,Neutral
We should of been more prepared. Boris could of done better. We need harder restrictions now! People are not taking this seriously. You will loose your older family members. Think of them and wear your mask and social distances. Please I beg you.,Positive
Who's watching this during 2021,Neutral
Yet there are still dick heads in the UK who think that Covid is a scam!! Unbelievable.,Negative
"Dear sky news, can I use a 5 sec clip of this video on my content for safety? Thanks",Positive
Its very up setting I can't stop crying for mouths and mouth I'm still crying know I'm really scared I'm scared to go out sorry I'm still crying know xx,Negative
That's why our country is not being developed..,Positive
seems this virulent and much publicised deadly virus didn't scare the reporter and film crew off then.  Did they isolate and keep social distance afterward?  No because journalists and film crews are specially good at telling lies and making things up.,Positive
😂🤣😂🤣😂🤣🤣🤣 🖕🏼🖕🏼🖕🏼🖕🏼🖕🏼,Neutral
The fact it’s so much worse now. Scary times,Negative
"Absolute credit to the doctors and nurses fighting this disease, I could never do this. I’ve just come from another video of a man having his lungs vacuumed for liquid. Terrifying",Negative
People have to die of something. Humans deserve this tbh.,Neutral
https://i.imgur.com/NHej0Bp.jpg i ve seen this one before...,Neutral
"*I'm an Italian from the future, we are winning guys, don't give up!*",Positive
So they don't have any footage of over crowded hospitals no where people will post a plate of food on Facebook no video im i not buying it,Neutral
Jesus name for healing 🙏🙌🙏🙌🙏🙌.  Amen 🙏,Neutral
"uhm 50,000 daily new cases in UK. Italy I feel bad flr.",Negative
"Covid-19 Şarkısı 
---  https://youtu.be/xBiXgM20fXc",Neutral
Watching these types of vids makes me low of breath tbh if that makes sense lol but like this is so sad seeing ppl in the hospital gasping for air.,Positive
simps,Neutral
I am from January 2021 apparently there is a new vaccine made for this virus,Positive
"And they deserve to be crucified on my birthday to emulate the human races inability to squash mosquito! The little angels are the most heroic Earth Rover solar drones for using their proboscis to make new orifices to rape the families of the""powers"" that be and the deserve to be defeated into dirt pedophile Lovers who enable them,!",Positive
nobody believes CORONA VIRUS,Neutral
Staged,Neutral
"Ecco perché muoiono, da quando un virus di cura mettendo in testa una specie di busta e intubati? Così bruciano i polmoni, ci vorrebbero delle cure normali come si e' fatto sempre con gli altri virus, ciò che dico lo hanno affermato dei medici virologi. Il virus si può curare a casa con altre cure. Questo.e' un massacro.",Neutral
"Check out the comments from 9 months ago, before they filled up with raging covidiots",Positive
Why has no one held China not being held to account ? So many dead.. economies crashing and jobs lost.,Positive
"so its pneumonia, not your scamdemic",Neutral
"@brenda watley its a japanese skin lightening lotion. It says in the article the african american hollywood celebrities use it, it changes their skin color a lot from black to light skinned mixed race  but they deny it https://matsuiskinlightening.com/products/bleaching-skin-lightening-orange-peeling-lotion-100-ml-top-selling-product  i guess the reason they deny using this lotion is probably because they want people to think they are naturally light skinned, people should just be honest.",Positive
LÜGEN❗,Neutral
"And this was when italy only had 3,000 a day now they have 30,000 a day and aren't even in lockdown lol",Positive
"These should be shown regularly to the public especially those who are violating the rules and precautions. Hopefully its an eye opener to finally do what is right to stay safe and healthy, for all!",Positive
What a load of bollox,Neutral
"Stop lying to the doctors. There is no ""pandemic"". All doctors who are engaged in the ""coronavirus deception"" - on trial.
German pathologist Klaus Püschel has investigated over 140 corona deaths in Hamburg in recent weeks. He told German television that the hysteria surrounding the coronavirus was exaggerated. “All the people who died had underlying medical conditions and could have died quickly, with or without the virus, anyway,” Pouchel said, adding that there was no “killer virus”.
Eighty percent of the patients suffered from cardiovascular disease, the average age was 80 years. He considered the statement of Chancellor Angela Merkel, who said that ""we are at war"", therefore, very inappropriate.",Negative
"Why is government suppressing information on effectively preventing , treating and stopping the spread of COVID???
 https://youtu.be/Tq8SXOBy-4w",Positive
Good luck trying to warn US. Arrogance kills all.,Positive
Good TV set,Positive
"I’m an italian from the future and, well... it’s even worst now",Negative
People know already now how many months...??,Positive
Lies,Neutral
8 months later we all see its bullshit,Neutral
Ha ha ha,Neutral
"“Work out your own salvation. Do not depend on others.”
~Buddha",Positive
"Do anyone still doubt natural herbs? I've seen the great importance of natural herbs and the wonderful work they have done in people's lives. I wonder why people still spend their money on surgery, injections and drugs each time they are sick. Natural herbs can cure all kinds of illness including herpes, cold TB ALS Alzheimer's disease Diarrhea Cold sore

-Respiratory illness diabetics, asthma, Cancer, hepatitis, etc. I've seen it with my own eyes. I was cured of Hepatitis B and my Sister and her Husband were cured of TAKEAWAY by dr Omos who uses natural herbs to cure different kind of illness. Even Dr. Omos prove to the whole world that natural herbs can cure all diseases and he cured countless of people using natural herbs. I know is hard to believe but am a living testimony. There is no harm in trying herbs. Contact Dr Omos on WhatsApp (+2347035486311) or email dromos043@gmail.com it also cure many diseases like -Respiratory illness

copd

-Cancers

-Diabetes

-Alzheimer’s disease

-Diarrhea

-TB

-Cirrhosis

-Takeaway

-CAD

-STROKE

-COLD SORE
-ALS
-LOWER RESPIRATORY INFECTION
-LOW SPERM COUNT
-STAPHYLOCOCCUS AUREUS
-STROKE
-IMPOTENCE
-PILE
-HYPERTENSION
-LOW SPERM COUNT
-ASTHMA
-CANCER
-BARENESS/INFERTILITY
-FIBROID
-ASTHMA
-SICKLE CELL
-BARENESS/INFERTILITY
-DIARRHEA and so on... 



  ,. ,",Positive
"Respect covid 19 guys dont make chanses with partys and sosial contact show Respect to those who have covid 19 and those who helps the victims we need to stop this pandemic  Now! Hang on hopefully we Get the vacsine soon, have a good christmas, ❤️ may covid 19 never win",Positive
"Media propaganda, false pandemic!
The virus does not cause infection!",Negative
"https://youtu.be/s-sS7NJDU10
#maskjagdish",Neutral
Bless the 🌎,Neutral
Boogeyman virus gonna kill us all.   Everyone need to hide in basement and never come out,Neutral
Who's here after getting a playstation 5?,Neutral
"Eight months later and the end still isn't in sight!
Rest in peace to all the poor people who have died.",Negative
No wonder they're all dying!!! Wtf do they know anything at all?!?!?!!?,Negative
Um... Wow... They wr doing this ALL WRONG,Negative
Give them proper treatments,Neutral
To think this could have been prevented or at this very least contained,Negative
Show this to anti-maskers..,Neutral
😰😰😰😰🙏🙏🙏🙏❤️❤️❤️🇭🇺🇭🇺🇭🇺,Neutral
"CDC Says Only 6% Of COVID Deaths Cited COVID Alone (about 15,000 people in the U.S. not 250,000).  https://www.dailywire.com/news/cdc-says-only-6-of-covid-deaths-cited-covid-alone-heres-what-that-means",Neutral
The machines sounds will kill them faster than the virus,Neutral
"""Danger!"" ""Danger!"" ""Danger!"" ""Will Robinson!"" ""The patients are lactose intolerant!""",Neutral
"Chief Science Officer of the company which just announced their vaccine is 90% effective says ""Second Wave” Faked on False-Positive COVID Tests, “Pandemic Is Over” a second lockdown will worst the situation, economically and on health side.... from the mouth of vaccines developers and experts...

https://www.youtube.com/watch?v=Ch7wze46md0&fbclid=IwAR3xUwOP4lHn7_qpqi8M-bdZyGuPuFPxXsBsJ6ugqOz6X8d7L9H2QBzmnGc

https://www.youtube.com/watch?v=sbMJoJ6i39k&feature=youtu.be",Negative
China have to pay for this!,Neutral
There is no Virus. Its all drama in the world,Neutral
https://youtu.be/LNviYmlMc4I,Neutral
Such lies,Neutral
"Nuce
 China",Neutral
https://youtu.be/k3GOhIGb680,Neutral
"If China is so Guilty why does italy have it worse
And yes  a Hospital  looks full and looks bad we just had and outbreak but in Canada and the USA  the Virus was not at the same stage as EUROPE!
 we are at stage 3  a far weakend strand,    they are at stage 1!!!  a far far worse and deadly ..",Negative
"The lame stream media has hardly mentioned COVID whatsoever in the past 5 days or so.

What happened to that gruesome ""COVID CASE/Death toll tracker"" they had prominently up on CNN.com for months on end? 

Are we all safe to come outside, now that they're done using this BS scam to mandate mail in voting for the purpose of massive voter fraud?

Cute stuff.",Negative
Only Dum people will believe this fake media they are all working together but their agenda will not succeeds. Jesus saves,Negative
Trump needs to see this. If he doesn't believe that covid-19 isn't bad. WELL HE NEEDS TO SEE THIS,Negative
https://youtu.be/5AmyVhwg900🙏,Neutral
joylavita.com/face-masks-for-covid-19-ranked-by-their-level-of-protection/,Neutral
"✌️2 Top Things Money Can't Buy: 

Time

Health",Positive
"I am from the US and now more than 220,000 are dead. I can't believe how shocking this is. I am still not numb to seeing this. Don't give up, we can do it!",Negative
"THE PRAY FOR THE NEUTRALISATION OF THE CORONA VIRUS
https://youtu.be/jE_z_2RWZjA",Neutral
"I don't really know why I was being infected  with Idiopathic  pulmonary fibrosis, my Dad died of this illness and it really affects me emotionally  because my Dad never had the opportunity  to use Dr Madida herbal treatment from YouTube. It was Dr madida herbs that I used that cured me .",Positive
C-ov-er-i-d-one-9 https://www.youtube.com/playlist?list=PL7tB6qL0r-AaVZDbi5Y3xjuNJIz-bTOuH,Neutral
"Excellent product ! We already got our Oxygen helmets made in the USA!
 for being used in Spain, Europe.
https://es.maternova.net/casco-de-oxigeno-para-covid-19-oxigenacion-ventilacion-no-invasiva-coronavirus",Positive
*sigh* ☹️☹️☹️☹️☹️☹️☹️☹️,Neutral
fake,Negative
Well this turned out to be a load of bollocks.,Neutral
https://m.youtube.com/watch?v=sG9qdAGQonw,Neutral
These are all old people,Positive
"No corona virus,",Neutral
If the Chinese made this virus they should be able to unmake it as well,Positive
Sad and depressing to see in Italy if this happened in every hospital in the world we are fuckeddff,Negative
"Fake,, Fakevirus, FAKEDEMIA 👎",Negative
"According
to Wikipedia, the name COVID-19 will only exist in 2020. Then just watch the
video, when a very famous gentleman is already arranging a few things in 2015.
Are we waking up? https://www.youtube.com/watch?v=e0aHdbrEuSA",Positive
https://youtu.be/fHgf07RnV6Q,Neutral
Wasn't this due to a huge failing from a care home perspective? Much like the UK,Positive
si vuole arrivare a una dittatura mondiale x colpa del  fallimento del sistema monetario . un debito in continua crescita destinato a collassare. cosa  si maneggia e ci si passa maggiormente.... il denaro. soluzione?  finta moneta elettronica (c è già è il bit coin). l'alibi? il virus. //e come combattono la costituzione o chi la vuole far valere? con le forze dell'ordine o l esercito se necessario.... vi siete mai chiesti cosa ci fanno gli imbecilli ai posti di blocco con i mitra e le divise militari?    incutono paura !!  il gioco è fatto. (finché gli è lo permettiamo),Positive
"And all those health workers are the main casualties of the frontlines, literally, they are heroes",Positive
Crazy how were slowly going back to this.,Negative
My uncle is in Italy he has coronavirus..,Neutral
Sky News,Neutral
https://youtu.be/kr04gHbP5MQ,Neutral
"Well, with all that arrogance . Should be more people dead.",Positive
Doctor just touched his glasses with his gloves !!! I’m shocked,Negative
A remedy for the prevention of covid 19 that is not paid attention to,Neutral
